Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","682","Arabie saoudite","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","682","Arabie saoudite","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","682","Arabie saoudite","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","682","Arabie saoudite","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","682","Arabie saoudite","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","682","Arabie saoudite","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.341","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","","Q","Valeur manquante; supprimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","","Q","Valeur manquante; supprimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","","Q","Valeur manquante; supprimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.463","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.669","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.656","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.703","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.733","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.117","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","11","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","","Q","Valeur manquante; supprimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","","Q","Valeur manquante; supprimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","","Q","Valeur manquante; supprimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","4.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","","Q","Valeur manquante; supprimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","","Q","Valeur manquante; supprimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","032","Argentine","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","","Q","Valeur manquante; supprimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.096","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.166","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.237","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.247","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.537","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.973","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.541","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.433","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.488","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.123","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","40.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","41.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","43.6","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","42.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","1.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","1.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","1.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","051","Arménie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","1.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.418","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.62","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.907","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.138","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.797","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.718","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.407","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.907","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.475","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.115","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","533","Aruba","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","036","Australie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.259","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","036","Australie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.273","E","Valeur estimée"
